verdict,pair,ledger,recorded_bids,recorded_asks,rebuilt_bids,rebuilt_asks,levels_match,prices_match,amounts_match,risk_match,offers_carried,offers_changed_after_target,offers_gone_unresolved,requests,explanation,error,recording,methodology_version,recorded_at,rebuilt_at,elapsed_seconds
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302198,65,83,56,65,no,no,yes,no,132,24,1,6,"level counts differ: recorded 65 bid / 83 ask, rebuilt 56 bid / 65 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302198.json.gz,1.0.8-draft,2026-09-06T14:49:28Z,2026-09-06T14:54:37Z,309.038
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302198,21,16,21,12,no,no,no,no,35,8,0,6,"level counts differ: recorded 21 bid / 16 ask, rebuilt 21 bid / 12 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302198.json.gz,1.0.8-draft,2026-09-06T14:49:29Z,2026-09-06T14:54:38Z,309.775
MATCH,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302198,11,5,11,5,yes,yes,yes,yes,23,0,0,6,,,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302198.json.gz,1.0.8-draft,2026-09-06T14:49:29Z,2026-09-06T14:54:40Z,311.431
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302198,6,23,6,23,yes,yes,yes,yes,30,0,0,6,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302198.json.gz,1.0.8-draft,2026-09-06T14:49:30Z,2026-09-06T14:54:42Z,312.018
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302198,35,5,35,5,yes,yes,yes,yes,41,0,0,6,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302198.json.gz,1.0.8-draft,2026-09-06T14:49:31Z,2026-09-06T14:54:43Z,312.745
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302198,54,200,53,312,no,no,yes,yes,492,6,0,8,"level counts differ: recorded 54 bid / 200 ask, rebuilt 53 bid / 312 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302198.json.gz,1.0.8-draft,2026-09-06T14:49:31Z,2026-09-06T14:54:45Z,314.367
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302198,15,11,14,11,no,no,yes,no,29,1,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302198.json.gz,1.0.8-draft,2026-09-06T14:49:32Z,2026-09-06T14:54:47Z,315.86
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302219,200,200,720,1133,yes,no,yes,yes,4336,70,38,32,"bid 0 price differs: recorded 5000000/27173913, rebuilt 1830893/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302219.json.gz,1.0.8-draft,2026-09-06T14:51:28Z,2026-09-06T14:56:28Z,300.003
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302219,65,83,56,68,no,no,yes,no,134,21,2,6,"level counts differ: recorded 65 bid / 83 ask, rebuilt 56 bid / 68 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302219.json.gz,1.0.8-draft,2026-09-06T14:51:28Z,2026-09-06T14:56:39Z,311.181
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302219,22,17,19,13,no,no,yes,no,36,6,2,6,"level counts differ: recorded 22 bid / 17 ask, rebuilt 19 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302219.json.gz,1.0.8-draft,2026-09-06T14:51:29Z,2026-09-06T14:56:41Z,312.065
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302219,11,5,8,5,no,no,yes,no,18,5,0,7,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302219.json.gz,1.0.8-draft,2026-09-06T14:51:29Z,2026-09-06T14:56:42Z,313.762
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302219,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302219.json.gz,1.0.8-draft,2026-09-06T14:51:30Z,2026-09-06T14:56:44Z,314.622
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302219,35,5,35,5,yes,yes,yes,yes,41,0,0,5,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302219.json.gz,1.0.8-draft,2026-09-06T14:51:30Z,2026-09-06T14:56:46Z,316.104
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302220,54,200,54,313,yes,no,yes,yes,495,3,0,7,"ask 2 price differs: recorded 470243/1363919334, rebuilt 1/2880",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302220.json.gz,1.0.8-draft,2026-09-06T14:51:31Z,2026-09-06T14:56:47Z,316.878
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302220,15,11,14,11,no,no,yes,no,29,1,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302220.json.gz,1.0.8-draft,2026-09-06T14:51:31Z,2026-09-06T14:56:50Z,319.89
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302240,200,200,721,1132,yes,no,yes,yes,4338,69,21,34,"bid 0 price differs: recorded 50000000/271614123, rebuilt 1830893/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302240.json.gz,1.0.8-draft,2026-09-06T14:53:28Z,2026-09-06T14:58:28Z,300.004
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302241,65,82,60,65,no,no,yes,no,135,18,2,6,"level counts differ: recorded 65 bid / 82 ask, rebuilt 60 bid / 65 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302241.json.gz,1.0.8-draft,2026-09-06T14:53:28Z,2026-09-06T14:58:38Z,310.231
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302241,22,17,19,13,no,no,yes,no,36,6,2,6,"level counts differ: recorded 22 bid / 17 ask, rebuilt 19 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302241.json.gz,1.0.8-draft,2026-09-06T14:53:29Z,2026-09-06T14:58:39Z,310.951
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302241,11,5,8,5,no,no,yes,no,18,5,0,9,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302241.json.gz,1.0.8-draft,2026-09-06T14:53:30Z,2026-09-06T14:58:41Z,311.513
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302241,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302241.json.gz,1.0.8-draft,2026-09-06T14:53:30Z,2026-09-06T14:58:44Z,314.298
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302241,35,5,35,5,yes,yes,yes,yes,41,0,0,5,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302241.json.gz,1.0.8-draft,2026-09-06T14:53:31Z,2026-09-06T14:58:45Z,314.627
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302241,54,200,54,313,yes,no,yes,yes,495,3,0,7,"ask 2 price differs: recorded 613429/1777991853, rebuilt 1/2880",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302241.json.gz,1.0.8-draft,2026-09-06T14:53:32Z,2026-09-06T14:58:47Z,315.312
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302241,15,11,14,11,no,no,yes,no,29,1,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302241.json.gz,1.0.8-draft,2026-09-06T14:53:32Z,2026-09-06T14:58:49Z,317.422
