verdict,pair,ledger,recorded_bids,recorded_asks,rebuilt_bids,rebuilt_asks,levels_match,prices_match,amounts_match,risk_match,offers_carried,offers_changed_after_target,offers_gone_unresolved,requests,explanation,error,recording,methodology_version,recorded_at,rebuilt_at,elapsed_seconds
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302629,15,11,14,11,no,no,yes,no,29,1,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302629.json.gz,1.0.8-draft,2026-09-06T15:29:32Z,2026-09-06T15:34:45Z,313.176
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302650,200,200,730,1129,yes,no,yes,yes,4345,69,16,30,"bid 0 price differs: recorded 3668181/20000000, rebuilt 1829757/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302650.json.gz,1.0.8-draft,2026-09-06T15:31:28Z,2026-09-06T15:36:28Z,300.004
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302650,65,93,59,69,no,no,yes,no,139,25,0,6,"level counts differ: recorded 65 bid / 93 ask, rebuilt 59 bid / 69 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302650.json.gz,1.0.8-draft,2026-09-06T15:31:28Z,2026-09-06T15:36:36Z,308.04
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302650,21,17,19,13,no,no,yes,no,37,6,1,6,"level counts differ: recorded 21 bid / 17 ask, rebuilt 19 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302650.json.gz,1.0.8-draft,2026-09-06T15:31:29Z,2026-09-06T15:36:37Z,308.555
MATCH,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302650,11,5,11,5,yes,yes,yes,yes,23,0,0,6,,,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302650.json.gz,1.0.8-draft,2026-09-06T15:31:29Z,2026-09-06T15:36:39Z,310.04
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302650,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302650.json.gz,1.0.8-draft,2026-09-06T15:31:30Z,2026-09-06T15:36:40Z,310.554
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302650,35,5,35,5,yes,yes,yes,yes,41,0,0,5,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302650.json.gz,1.0.8-draft,2026-09-06T15:31:31Z,2026-09-06T15:36:41Z,310.814
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302650,55,200,41,308,no,no,yes,yes,477,23,0,7,"level counts differ: recorded 55 bid / 200 ask, rebuilt 41 bid / 308 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302650.json.gz,1.0.8-draft,2026-09-06T15:31:31Z,2026-09-06T15:36:43Z,312.057
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302650,15,11,14,11,no,no,yes,no,29,1,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302650.json.gz,1.0.8-draft,2026-09-06T15:31:32Z,2026-09-06T15:36:44Z,312.84
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302671,200,200,726,1130,yes,no,yes,yes,4344,61,14,30,"bid 0 price differs: recorded 18328167/100000000, rebuilt 1829757/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302671.json.gz,1.0.8-draft,2026-09-06T15:33:28Z,2026-09-06T15:38:28Z,300.006
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302671,65,92,64,62,no,no,yes,no,137,27,0,6,"level counts differ: recorded 65 bid / 92 ask, rebuilt 64 bid / 62 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302671.json.gz,1.0.8-draft,2026-09-06T15:33:28Z,2026-09-06T15:38:36Z,308.071
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302671,21,17,19,13,no,no,yes,no,37,6,1,6,"level counts differ: recorded 21 bid / 17 ask, rebuilt 19 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302671.json.gz,1.0.8-draft,2026-09-06T15:33:29Z,2026-09-06T15:38:37Z,308.58
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302671,11,5,10,5,no,no,yes,no,21,2,0,6,"level counts differ: recorded 11 bid / 5 ask, rebuilt 10 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302671.json.gz,1.0.8-draft,2026-09-06T15:33:29Z,2026-09-06T15:38:39Z,310.104
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302672,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302672.json.gz,1.0.8-draft,2026-09-06T15:33:30Z,2026-09-06T15:38:40Z,310.736
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302672,35,5,35,5,yes,yes,yes,yes,41,0,0,6,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302672.json.gz,1.0.8-draft,2026-09-06T15:33:30Z,2026-09-06T15:38:41Z,311.984
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302672,52,200,43,314,no,no,yes,yes,485,15,0,8,"level counts differ: recorded 52 bid / 200 ask, rebuilt 43 bid / 314 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302672.json.gz,1.0.8-draft,2026-09-06T15:33:31Z,2026-09-06T15:38:43Z,312.502
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302672,15,11,14,11,no,no,yes,no,29,1,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302672.json.gz,1.0.8-draft,2026-09-06T15:33:31Z,2026-09-06T15:38:45Z,314.567
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302693,200,200,722,1129,yes,no,yes,yes,4337,73,17,30,"bid 0 price differs: recorded 2289771/12500000, rebuilt 1829757/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302693.json.gz,1.0.8-draft,2026-09-06T15:35:28Z,2026-09-06T15:40:28Z,300.005
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302693,65,88,64,57,no,no,yes,no,130,32,2,6,"level counts differ: recorded 65 bid / 88 ask, rebuilt 64 bid / 57 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302693.json.gz,1.0.8-draft,2026-09-06T15:35:28Z,2026-09-06T15:40:36Z,308.179
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302693,21,17,19,13,no,no,yes,no,37,7,2,6,"level counts differ: recorded 21 bid / 17 ask, rebuilt 19 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302693.json.gz,1.0.8-draft,2026-09-06T15:35:29Z,2026-09-06T15:40:37Z,308.708
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302693,11,5,8,5,no,no,yes,no,18,5,0,6,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302693.json.gz,1.0.8-draft,2026-09-06T15:35:29Z,2026-09-06T15:40:39Z,310.203
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302693,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302693.json.gz,1.0.8-draft,2026-09-06T15:35:30Z,2026-09-06T15:40:40Z,310.8
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302693,35,5,35,5,yes,yes,yes,yes,41,0,0,6,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302693.json.gz,1.0.8-draft,2026-09-06T15:35:30Z,2026-09-06T15:40:42Z,312.069
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302693,56,200,55,312,no,no,yes,yes,495,5,0,8,"level counts differ: recorded 56 bid / 200 ask, rebuilt 55 bid / 312 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302693.json.gz,1.0.8-draft,2026-09-06T15:35:31Z,2026-09-06T15:40:43Z,312.573
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302693,15,11,14,11,no,no,yes,no,29,1,0,6,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302693.json.gz,1.0.8-draft,2026-09-06T15:35:31Z,2026-09-06T15:40:45Z,314.628
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302714,200,200,718,1144,yes,no,yes,yes,4350,58,15,2,"bid 0 price differs: recorded 2291021/12500000, rebuilt 1829757/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302714.json.gz,1.0.8-draft,2026-09-06T15:37:28Z,2026-09-06T15:42:28Z,300.004
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302714,65,85,64,55,no,no,yes,no,128,32,3,0,"level counts differ: recorded 65 bid / 85 ask, rebuilt 64 bid / 55 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302714.json.gz,1.0.8-draft,2026-09-06T15:37:28Z,2026-09-06T15:42:36Z,308.356
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302714,21,17,19,13,no,no,yes,no,37,7,1,1,"level counts differ: recorded 21 bid / 17 ask, rebuilt 19 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302714.json.gz,1.0.8-draft,2026-09-06T15:37:29Z,2026-09-06T15:42:37Z,308.865
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302715,11,5,8,5,no,no,yes,no,18,5,0,1,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302715.json.gz,1.0.8-draft,2026-09-06T15:37:29Z,2026-09-06T15:42:39Z,310.359
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302715,6,23,6,23,yes,yes,yes,yes,30,0,0,0,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302715.json.gz,1.0.8-draft,2026-09-06T15:37:30Z,2026-09-06T15:42:40Z,310.862
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302715,35,5,35,5,yes,yes,yes,yes,41,0,0,1,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302715.json.gz,1.0.8-draft,2026-09-06T15:37:30Z,2026-09-06T15:42:42Z,312.098
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302715,56,200,54,293,no,no,yes,yes,475,25,0,1,"level counts differ: recorded 56 bid / 200 ask, rebuilt 54 bid / 293 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302715.json.gz,1.0.8-draft,2026-09-06T15:37:31Z,2026-09-06T15:42:43Z,312.578
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302715,15,11,14,10,no,no,yes,no,28,2,1,0,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 10 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302715.json.gz,1.0.8-draft,2026-09-06T15:37:31Z,2026-09-06T15:42:45Z,314.624
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302736,200,200,722,1149,yes,no,yes,yes,4359,54,14,3,"bid 0 price differs: recorded 917887/4999950, rebuilt 1833/10000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302736.json.gz,1.0.8-draft,2026-09-06T15:39:28Z,2026-09-06T15:44:28Z,300.005
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302736,65,87,64,60,no,no,yes,no,133,25,2,1,"level counts differ: recorded 65 bid / 87 ask, rebuilt 64 bid / 60 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302736.json.gz,1.0.8-draft,2026-09-06T15:39:28Z,2026-09-06T15:44:35Z,307.916
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302736,20,17,20,13,no,no,yes,no,38,6,1,0,"level counts differ: recorded 20 bid / 17 ask, rebuilt 20 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302736.json.gz,1.0.8-draft,2026-09-06T15:39:29Z,2026-09-06T15:44:37Z,308.444
MATCH,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302736,11,5,11,5,yes,yes,yes,yes,23,0,0,1,,,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302736.json.gz,1.0.8-draft,2026-09-06T15:39:29Z,2026-09-06T15:44:38Z,309.934
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302736,6,23,6,23,yes,yes,yes,yes,30,0,0,1,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302736.json.gz,1.0.8-draft,2026-09-06T15:39:30Z,2026-09-06T15:44:40Z,310.429
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302736,35,5,35,5,yes,yes,yes,yes,41,0,0,0,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302736.json.gz,1.0.8-draft,2026-09-06T15:39:30Z,2026-09-06T15:44:41Z,311.656
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302736,56,200,44,293,no,no,yes,yes,465,32,0,0,"level counts differ: recorded 56 bid / 200 ask, rebuilt 44 bid / 293 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302736.json.gz,1.0.8-draft,2026-09-06T15:39:31Z,2026-09-06T15:44:42Z,311.908
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302736,15,11,14,10,no,no,yes,no,28,2,0,1,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 10 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302736.json.gz,1.0.8-draft,2026-09-06T15:39:31Z,2026-09-06T15:44:44Z,313.684
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302757,200,200,722,1150,yes,no,yes,yes,4362,52,4,0,"bid 0 price differs: recorded 19247347/104799245, rebuilt 1833/10000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302757.json.gz,1.0.8-draft,2026-09-06T15:41:28Z,2026-09-06T15:46:28Z,300.003
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302758,65,83,62,59,no,no,yes,no,132,25,0,0,"level counts differ: recorded 65 bid / 83 ask, rebuilt 62 bid / 59 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302758.json.gz,1.0.8-draft,2026-09-06T15:41:28Z,2026-09-06T15:46:36Z,308.407
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302758,21,18,21,13,no,no,yes,no,39,4,0,1,"level counts differ: recorded 21 bid / 18 ask, rebuilt 21 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302758.json.gz,1.0.8-draft,2026-09-06T15:41:30Z,2026-09-06T15:46:38Z,308.053
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302758,11,5,10,5,no,no,yes,no,20,3,0,0,"level counts differ: recorded 11 bid / 5 ask, rebuilt 10 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302758.json.gz,1.0.8-draft,2026-09-06T15:41:30Z,2026-09-06T15:46:39Z,309.467
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302758,6,23,6,23,yes,yes,yes,yes,30,0,0,0,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302758.json.gz,1.0.8-draft,2026-09-06T15:41:30Z,2026-09-06T15:46:41Z,311.111
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302758,35,5,35,5,yes,yes,yes,yes,41,0,0,-1,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302758.json.gz,1.0.8-draft,2026-09-06T15:41:31Z,2026-09-06T15:46:42Z,311.635
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302758,56,200,42,303,no,no,yes,yes,473,26,0,-3,"level counts differ: recorded 56 bid / 200 ask, rebuilt 42 bid / 303 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302758.json.gz,1.0.8-draft,2026-09-06T15:41:32Z,2026-09-06T15:46:44Z,312.258
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302758,15,11,14,10,no,no,yes,no,28,2,0,0,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 10 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302758.json.gz,1.0.8-draft,2026-09-06T15:41:32Z,2026-09-06T15:46:47Z,315.092
