open_at,close_at,open_ledger,close_ledger,seconds
2026-02-13T22:12:46Z,2026-02-13T22:13:15Z,61220107,61220112,29.0
2026-02-13T23:12:44Z,2026-02-13T23:13:20Z,61220733,61220739,36.0
2026-02-14T00:12:44Z,2026-02-14T00:13:21Z,61221360,61221366,37.0
2026-02-14T01:12:46Z,2026-02-14T01:13:15Z,61221980,61221985,29.0
2026-02-14T02:12:47Z,2026-02-14T02:13:16Z,61222598,61222603,29.0
2026-02-14T03:12:51Z,2026-02-14T03:13:14Z,61223219,61223223,23.0
2026-02-14T04:12:48Z,2026-02-14T04:13:17Z,61223838,61223843,29.0
2026-02-14T05:12:52Z,2026-02-14T05:13:15Z,61224461,61224465,23.0
2026-02-14T06:12:49Z,2026-02-14T06:13:19Z,61225084,61225089,30.0
2026-02-14T07:12:48Z,2026-02-14T07:13:15Z,61225709,61225714,27.0
2026-02-14T08:12:47Z,2026-02-14T08:13:14Z,61226334,61226339,27.0
2026-02-14T09:12:48Z,2026-02-14T09:13:17Z,61226963,61226968,29.0
2026-02-14T10:12:48Z,2026-02-14T10:13:17Z,61227591,61227596,29.0
2026-02-14T11:12:49Z,2026-02-14T11:13:18Z,61228216,61228221,29.0
2026-02-14T12:12:46Z,2026-02-14T12:13:14Z,61228841,61228846,28.0
2026-02-14T13:12:48Z,2026-02-14T13:13:19Z,61229465,61229470,31.0
2026-02-14T14:12:46Z,2026-02-14T15:13:15Z,61230083,61230707,3629.0
2026-02-14T16:12:49Z,2026-02-14T16:13:14Z,61231320,61231324,25.0
2026-02-14T17:12:47Z,2026-02-14T17:13:17Z,61231937,61231942,30.0
2026-02-14T18:12:46Z,2026-02-14T18:13:17Z,61232553,61232558,31.0
2026-02-14T19:12:46Z,2026-02-14T19:13:15Z,61233162,61233167,29.0
2026-02-14T20:12:47Z,2026-02-14T20:13:15Z,61233772,61233777,28.0
2026-02-14T21:12:48Z,2026-02-14T21:13:18Z,61234381,61234386,30.0
2026-02-14T22:12:47Z,2026-02-14T22:13:16Z,61234994,61234999,29.0
2026-02-14T23:12:49Z,2026-02-14T23:13:16Z,61235602,61235607,27.0
2026-02-15T00:12:44Z,2026-02-15T00:13:17Z,61236212,61236218,33.0
2026-02-15T01:12:46Z,2026-02-15T01:13:14Z,61236825,61236830,28.0
2026-02-15T02:12:45Z,2026-02-15T02:13:16Z,61237438,61237443,31.0
2026-02-15T03:12:48Z,2026-02-15T03:13:17Z,61238051,61238056,29.0
2026-02-15T04:12:47Z,2026-02-15T04:13:17Z,61238662,61238667,30.0
2026-02-15T05:12:44Z,2026-02-15T05:13:18Z,61239274,61239280,34.0
2026-02-15T06:12:44Z,2026-02-15T06:13:16Z,61239888,61239893,32.0
2026-02-15T07:12:48Z,2026-02-15T07:13:17Z,61240508,61240513,29.0
2026-02-15T08:12:46Z,2026-02-15T08:13:16Z,61241118,61241123,30.0
